user_id,content_id,durata,date,start_time,end_time
user_13108@domain.com,cont_3259_11_42,324000,10-01-2020,04:24:10,05:14:10
user_18085@domain.com,cont_593_22_11,334800,22-08-2019,08:25:59,08:53:59
user_16242@domain.com,cont_3371_4_51,392400,27-09-2020,15:29:45,15:39:45
user_13172@domain.com,cont_2550_1_2,410400,28-03-2021,01:41:17,02:41:17
user_14842@domain.com,cont_148_7_56,468000,02-02-2020,19:40:10,20:08:10
user_18181@domain.com,cont_750_2_6,396000,26-04-2018,08:29:52,08:57:52
user_11196@domain.com,cont_2237_6_11,360000,18-02-2021,16:20:18,16:36:18
user_16037@domain.com,cont_405_6_26,496800,02-02-2020,18:18:36,18:41:36
user_10536@domain.com,cont_3189_23_2,316800,29-05-2020,09:42:51,10:24:51
user_12511@domain.com,cont_4410_4_17,316800,13-07-2020,05:41:24,06:21:24
user_1665@domain.com,cont_3856_3_23,342000,26-06-2021,03:34:04,03:55:04
user_13172@domain.com,cont_1942_2_59,302400,07-07-2021,20:10:25,20:41:25
user_14856@domain.com,cont_2244_6_7,367200,03-07-2019,09:49:38,10:24:38
user_10792@domain.com,cont_2053_1_18,374400,20-04-2020,10:07:18,10:16:18
user_1533@domain.com,cont_1777_3_41,388800,09-07-2021,11:45:56,13:16:56
user_1665@domain.com,cont_2298_5_3,432000,02-06-2021,13:41:13,14:25:13
user_16705@domain.com,cont_386_2_9,277200,25-12-2020,09:47:34,09:56:34
user_11454@domain.com,cont_3603_2_33,360000,13-03-2021,22:28:17,23:16:17
user_14856@domain.com,cont_1038_18_23,349200,05-02-2020,19:12:35,20:20:35
user_14727@domain.com,cont_3939_7_11,288000,01-01-2021,07:21:52,07:49:52
user_15392@domain.com,cont_2911_5_12,349200,13-09-2019,07:34:34,08:33:34
user_1665@domain.com,cont_4571_1_13,324000,25-11-2020,09:49:57,10:21:57
user_11950@domain.com,cont_3970_7_5,342000,11-07-2021,07:57:33,08:41:33
user_17210@domain.com,cont_815_23_14,392400,30-05-2018,13:34:25,13:58:25
user_15392@domain.com,cont_4289_1_44,324000,26-07-2021,06:37:53,06:40:53
user_14856@domain.com,cont_3198_1_1,331200,12-09-2019,13:25:36,13:39:36
user_16044@domain.com,cont_1959_1_25,385200,27-05-2021,01:49:45,01:55:45
user_10853@domain.com,cont_3696_2_16,280800,20-08-2021,12:56:17,13:33:17
user_14842@domain.com,cont_2479_2_20,316800,28-08-2021,23:10:58,23:15:58
user_11121@domain.com,cont_4446_3_4,342000,08-04-2020,16:02:09,16:29:09
user_14901@domain.com,cont_3392_2_10,410400,03-01-2020,12:54:43,13:46:43
user_14901@domain.com,cont_2505_2_38,324000,15-11-2018,06:35:44,07:18:44
user_16044@domain.com,cont_2625_2_16,309600,29-12-2017,12:35:22,13:31:22
user_11184@domain.com,cont_3033_3_22,374400,22-08-2019,23:00:33,23:30:33
user_14223@domain.com,cont_81_1_16,388800,24-10-2019,21:19:09,21:24:09
user_14223@domain.com,cont_149_8_30,360000,22-01-2021,02:26:42,02:50:42
user_16044@domain.com,cont_4149_7_47,442800,11-02-2018,00:58:09,01:56:09
user_10536@domain.com,cont_1273_1_14,352800,15-01-2020,02:54:55,03:58:55
user_18370@domain.com,cont_87_2_53,334800,28-03-2021,11:33:35,11:46:35
user_16544@domain.com,cont_2381_23_13,342000,22-06-2020,19:01:44,19:32:44
user_15430@domain.com,cont_1620_3_20,324000,04-02-2019,02:21:02,02:43:02
user_14842@domain.com,cont_1785_20_7,324000,01-08-2020,15:03:23,15:15:23
user_14842@domain.com,cont_43_3_2,334800,29-12-2018,17:28:53,18:09:53
user_15392@domain.com,cont_4131_4_20,302400,01-03-2021,20:58:18,21:03:18
user_10076@domain.com,cont_2853_6_5,414000,19-07-2020,12:19:30,12:42:30
user_13172@domain.com,cont_3075_2_16,381600,23-09-2020,23:18:02,23:51:02
user_16044@domain.com,cont_593_19_12,360000,12-03-2021,22:49:43,23:35:43
user_17146@domain.com,cont_530,331200,20-08-2020,09:00:55,09:05:55
user_13110@domain.com,cont_4577_2_34,403200,17-04-2019,01:28:32,02:15:32
user_18740@domain.com,cont_1062_9_15,352800,19-11-2021,18:44:50,19:08:50
user_18085@domain.com,cont_1466_18_21,370800,04-06-2020,03:20:11,03:30:11
user_15238@domain.com,cont_1158_15_2,324000,20-12-2019,12:24:50,12:45:50
user_1533@domain.com,cont_7_1_5,504000,01-11-2019,15:12:53,15:25:53
user_18370@domain.com,cont_1007_10_6,342000,22-07-2021,09:13:48,09:55:48
user_151@domain.com,cont_203_12_14,342000,13-01-2020,22:31:48,23:12:48
user_17314@domain.com,cont_526_6_10,216000,12-12-2019,04:40:41,05:31:41
user_1102@domain.com,cont_1856_5_39,392400,20-07-2021,15:24:56,16:15:56
user_1228@domain.com,cont_1792_1_11,504000,14-11-2020,15:55:00,15:58:00
user_10853@domain.com,cont_3716_7_5,414000,01-07-2020,08:33:15,09:15:15
user_13108@domain.com,cont_2888_11_3,439200,23-12-2019,00:07:44,00:44:44
user_16044@domain.com,cont_588_1_33,417600,23-08-2021,10:01:30,10:15:30
user_11778@domain.com,cont_4446_22_2,475200,05-04-2021,04:16:40,04:45:40
user_12683@domain.com,cont_4801,439200,14-07-2019,01:53:20,01:54:20
user_14788@domain.com,cont_2733_4_43,270000,01-02-2021,22:04:35,22:37:35
user_14901@domain.com,cont_1038_8_35,331200,19-06-2021,00:44:47,01:53:47
user_1162@domain.com,cont_4084_3_21,324000,10-11-2020,16:56:31,17:13:31
user_1705@domain.com,cont_4358_6_15,324000,07-01-2021,21:13:24,21:20:24
user_13122@domain.com,cont_4445_2_16,262800,17-04-2021,15:10:50,15:15:50
user_17146@domain.com,cont_514_6_5,151200,10-08-2021,19:28:53,19:43:53
user_16044@domain.com,cont_3565_8_29,367200,01-01-2018,17:49:42,17:55:42
user_10076@domain.com,cont_2956_2_26,316800,27-02-2021,08:25:37,08:31:37
user_16705@domain.com,cont_3114_1_25,349200,22-09-2019,06:15:00,06:54:00
user_10821@domain.com,cont_4084_4_11,345600,12-10-2021,01:12:07,01:22:07
user_167@domain.com,cont_1739_1_33,309600,21-08-2021,19:29:59,19:31:59
user_14842@domain.com,cont_148_3_18,360000,20-03-2020,14:55:38,14:57:38
user_15238@domain.com,cont_1856_1_8,352800,28-02-2020,08:52:04,09:20:04
user_18370@domain.com,cont_4688_11_5,342000,01-02-2020,11:38:08,12:21:08
user_1665@domain.com,cont_4149_3_27,349200,11-05-2021,08:31:12,09:35:12
user_15761@domain.com,cont_685_1_10,381600,10-07-2018,11:02:27,11:26:27
user_13122@domain.com,cont_4631_1_18,396000,01-11-2020,05:16:20,06:01:20
user_16044@domain.com,cont_3565_2_3,360000,16-03-2018,18:33:27,18:55:27
user_16037@domain.com,cont_4104_12_4,356400,28-09-2021,15:23:32,15:51:32
user_17918@domain.com,cont_4133_1_33,360000,02-10-2020,10:35:09,10:47:09
user_13172@domain.com,cont_101_1_1,324000,22-07-2018,23:35:56,23:52:56
user_17146@domain.com,cont_3939_25_7,374400,17-04-2020,19:05:58,19:29:58
user_13923@domain.com,cont_3520_12_13,313200,15-08-2020,14:44:05,14:54:05
user_12888@domain.com,cont_569_8_18,280800,09-03-2019,11:45:54,12:45:54
user_16044@domain.com,cont_890_15_14,331200,02-01-2021,23:51:03,00:11:03
user_12683@domain.com,cont_2970_2_16,342000,02-07-2019,14:46:12,14:47:12
user_14842@domain.com,cont_1870_2_15,370800,15-06-2018,01:14:18,01:47:18
user_13172@domain.com,cont_265_2_15,421200,21-04-2019,11:09:43,11:42:43
user_15761@domain.com,cont_43_3_11,327600,17-12-2018,11:57:53,12:18:53
user_13122@domain.com,cont_1072_26_9,324000,10-01-2021,20:37:57,21:24:57
user_18137@domain.com,cont_4802_5_14,306000,02-08-2018,00:46:08,00:51:08
user_15761@domain.com,cont_874_11_8,324000,08-08-2018,05:21:44,05:49:44
user_13923@domain.com,cont_1485_3_28,370800,04-07-2019,05:44:46,06:28:46
user_15392@domain.com,cont_615_5_23,360000,02-08-2020,03:59:27,04:26:27
user_13923@domain.com,cont_4472_7_23,302400,17-05-2020,06:37:22,07:03:22
user_18909@domain.com,cont_2154_5_1,313200,29-08-2020,00:11:27,00:23:27
user_10076@domain.com,cont_2194_7_12,324000,26-07-2021,15:19:57,15:27:57
user_18909@domain.com,cont_1259_1_3,360000,13-05-2021,12:37:58,13:26:58
user_1228@domain.com,cont_2358_3_36,525600,02-01-2021,20:20:12,20:50:12
user_14727@domain.com,cont_1856_6_7,277200,15-02-2021,22:10:28,23:15:28
user_16705@domain.com,cont_4833_3_7,352800,14-10-2019,14:58:25,15:05:25
user_13762@domain.com,cont_3352_24_24,792000,18-10-2021,13:55:06,14:04:06
user_1102@domain.com,cont_3939_13_6,396000,21-02-2018,12:55:39,13:13:39
user_10735@domain.com,cont_1130_7_25,396000,13-09-2020,19:24:39,19:34:39
user_11184@domain.com,cont_2270_36_5,432000,08-10-2021,14:50:18,14:57:18
user_18370@domain.com,cont_673_11_21,295200,19-05-2020,10:18:17,10:26:17
user_16044@domain.com,cont_4246_5_46,378000,30-05-2020,11:54:41,12:16:41
user_16811@domain.com,cont_3716_2_11,316800,05-01-2020,18:19:07,18:48:07
user_15430@domain.com,cont_498_31_4,324000,28-05-2020,10:27:45,11:26:45
user_17210@domain.com,cont_4813_5_36,342000,24-07-2021,07:48:10,07:54:10
user_13110@domain.com,cont_2715_9_10,280800,25-09-2021,02:49:31,03:05:31
user_1228@domain.com,cont_3191_17_2,381600,11-02-2021,10:33:50,10:50:50
user_14842@domain.com,cont_4274_9_8,385200,22-07-2021,10:10:06,10:47:06
user_15761@domain.com,cont_3674_8_5,414000,25-10-2020,17:57:50,18:45:50
user_15238@domain.com,cont_3939_6_3,331200,08-07-2019,08:30:35,08:38:35
user_16705@domain.com,cont_268_3_11,331200,26-12-2020,20:12:12,20:36:12
user_1214@domain.com,cont_372_1_34,349200,31-01-2021,03:13:49,03:59:49
user_16544@domain.com,cont_3791_18_1,489600,29-08-2020,13:27:54,14:03:54
user_14856@domain.com,cont_4103_2_4,363600,15-03-2019,04:02:40,04:20:40
user_18085@domain.com,cont_327_1_27,378000,14-06-2021,15:52:11,16:39:11
user_1102@domain.com,cont_514_7_27,331200,27-06-2020,05:39:26,06:02:26
user_13762@domain.com,cont_4944_3_39,352800,25-12-2019,19:31:31,19:58:31
user_11881@domain.com,cont_1315_6_5,367200,27-04-2021,13:12:24,13:13:24
user_17210@domain.com,cont_1452_5_2,180000,29-05-2018,18:44:16,18:49:16
user_18085@domain.com,cont_4879_3_7,378000,24-11-2020,14:05:10,15:01:10
user_16705@domain.com,cont_127_6_25,342000,28-04-2020,08:09:57,08:20:57
user_14100@domain.com,cont_3974_10_28,284400,28-02-2021,08:31:15,08:59:15
user_167@domain.com,cont_750_8_22,356400,14-11-2018,13:21:46,14:17:46
user_11881@domain.com,cont_1137_3_37,388800,07-07-2021,00:23:12,00:39:12
user_11184@domain.com,cont_1935_24_1,392400,03-04-2020,20:41:54,21:28:54
user_11184@domain.com,cont_4554_3_2,363600,15-04-2020,00:00:16,00:43:16
user_14154@domain.com,cont_1711_2_13,288000,11-06-2020,01:30:08,02:21:08
user_16705@domain.com,cont_4833_4_3,270000,28-10-2021,11:37:55,12:06:55
user_14856@domain.com,cont_132_3_30,306000,31-03-2021,13:25:31,14:12:31
user_1228@domain.com,cont_268_5_1,306000,29-11-2020,07:25:59,07:44:59
user_14011@domain.com,cont_475_5_15,324000,05-03-2020,04:12:53,05:11:53
user_18740@domain.com,cont_3970_12_15,223200,13-03-2020,07:41:25,08:19:25
user_10536@domain.com,cont_1437_9_19,352800,17-04-2021,15:30:37,15:59:37
user_1214@domain.com,cont_1873_5_14,374400,05-03-2021,14:42:40,15:31:40
user_16242@domain.com,cont_475_15_34,385200,28-02-2021,09:54:29,10:12:29
user_18740@domain.com,cont_149_4_29,468000,22-11-2021,23:25:38,23:42:38
user_14011@domain.com,cont_2187_2_34,385200,11-03-2021,20:38:08,21:39:08
user_16044@domain.com,cont_2083_14_12,378000,25-10-2021,04:16:13,04:57:13
user_11602@domain.com,cont_169_2_11,349200,10-09-2021,19:20:14,19:45:14
user_11454@domain.com,cont_4445_2_16,381600,11-01-2021,14:15:11,15:29:11
user_13929@domain.com,cont_649_4_22,291600,19-08-2020,17:23:29,17:58:29
user_13108@domain.com,cont_206_2_35,360000,24-05-2021,07:34:24,07:57:24
user_1228@domain.com,cont_2946_7_1,342000,09-11-2020,03:09:47,03:20:47
user_11121@domain.com,cont_1399_23_4,342000,17-12-2020,12:28:22,13:25:22
user_14788@domain.com,cont_4050_1_10,345600,27-09-2021,04:05:22,04:08:22
user_18909@domain.com,cont_4226_1_6,435600,26-11-2019,22:57:27,23:18:27
user_10792@domain.com,cont_4601_3_20,352800,27-04-2019,07:52:44,08:32:44
user_14154@domain.com,cont_2959_2_11,421200,21-07-2020,04:37:25,04:54:25
user_14223@domain.com,cont_149_1_30,403200,05-09-2018,19:08:10,19:57:10
user_14788@domain.com,cont_1516_9_19,302400,16-05-2021,00:52:48,01:38:48
user_18137@domain.com,cont_310_17_27,295200,27-12-2020,14:29:14,15:28:14
user_12511@domain.com,cont_3521_2_33,385200,25-04-2020,08:10:25,08:24:25
user_18085@domain.com,cont_2170_6_4,360000,05-04-2021,02:21:11,02:23:11
user_18909@domain.com,cont_4950_1_10,381600,01-03-2020,06:24:58,06:34:58
user_17210@domain.com,cont_944_14_12,356400,23-07-2020,12:11:08,12:23:08
user_18181@domain.com,cont_1680_13_4,331200,07-03-2020,00:12:28,00:19:28
user_11602@domain.com,cont_328_4_14,320400,06-10-2019,05:51:33,06:01:33
user_12511@domain.com,cont_2482_3_30,360000,17-09-2020,12:54:46,13:11:46
user_16705@domain.com,cont_1369_3_4,324000,13-11-2020,03:50:50,04:12:50
user_17210@domain.com,cont_4727_1_50,334800,15-07-2021,04:52:48,05:36:48
user_13762@domain.com,cont_2381_19_29,320400,28-01-2021,13:47:06,14:00:06
user_13929@domain.com,cont_2381_2_4,378000,28-07-2019,05:08:47,06:00:47
user_17210@domain.com,cont_3081_11_29,345600,04-03-2018,13:53:50,13:59:50
user_13172@domain.com,cont_3296_10_25,450000,04-10-2021,19:33:19,20:00:19
user_167@domain.com,cont_1355_4_9,334800,05-06-2020,05:04:37,05:51:37
user_13172@domain.com,cont_4962_1_15,378000,30-01-2020,09:00:08,09:24:08
user_16705@domain.com,cont_3114_2_39,392400,30-07-2020,11:53:06,12:13:06
user_17918@domain.com,cont_3660_2_12,486000,03-02-2021,12:11:50,13:08:50
user_17146@domain.com,cont_3939_2_9,349200,17-11-2019,03:23:28,04:16:28
user_17210@domain.com,cont_4213_13_17,349200,13-01-2021,20:26:53,21:07:53
user_14223@domain.com,cont_3497_5_16,421200,24-10-2019,08:57:30,08:58:30
user_1102@domain.com,cont_1267_2_18,396000,06-05-2021,03:59:25,04:27:25
user_14011@domain.com,cont_4133_6_40,414000,30-06-2020,18:18:24,19:00:24
user_13172@domain.com,cont_1477_15_16,403200,25-10-2021,17:02:10,17:58:10
user_18085@domain.com,cont_3859_2_20,338400,03-09-2021,13:44:02,14:23:02
user_14223@domain.com,cont_149_5_42,367200,07-07-2020,23:55:38,00:14:38
user_18740@domain.com,cont_1676_1_8,439200,23-09-2021,04:59:25,05:39:25
user_1662@domain.com,cont_960_27_6,360000,09-10-2020,07:27:13,07:30:13
user_18137@domain.com,cont_1718_13_19,414000,31-03-2021,12:28:14,13:01:14
user_14011@domain.com,cont_4026_3_2,381600,13-11-2021,21:59:00,22:15:00
user_16044@domain.com,cont_3597_12_4,417600,30-08-2021,07:58:03,08:21:03
user_14100@domain.com,cont_2798_5_18,414000,23-09-2020,22:32:47,22:59:47
user_17210@domain.com,cont_4802_13_28,316800,15-04-2018,00:25:37,01:09:37
user_11121@domain.com,cont_4472_4_31,342000,24-08-2021,21:32:02,21:42:02
user_15392@domain.com,cont_1143_4_2,432000,17-04-2019,09:49:42,09:58:42
user_16037@domain.com,cont_1337_5_4,460800,22-03-2020,18:27:02,18:57:02
user_16037@domain.com,cont_4833_3_7,367200,02-10-2020,06:21:30,06:31:30
user_16037@domain.com,cont_3114_3_50,324000,10-02-2020,13:54:15,14:33:15
user_18740@domain.com,cont_1283_7_29,378000,16-09-2020,20:35:17,21:27:17
user_11454@domain.com,cont_81_5_16,414000,27-08-2020,09:50:55,10:10:55
user_16705@domain.com,cont_4833_6_8,417600,22-06-2021,16:10:50,16:46:50
user_14842@domain.com,cont_310_17_6,486000,23-08-2021,20:42:15,21:18:15
user_14686@domain.com,cont_2825_12_3,338400,05-07-2019,21:16:45,22:04:45
user_10821@domain.com,cont_4082_9_52,360000,04-07-2020,11:55:38,12:53:38
user_1102@domain.com,cont_4838_3_18,367200,10-05-2019,21:51:16,22:21:16
user_11454@domain.com,cont_1130_10_13,352800,03-06-2019,08:22:17,08:58:17
user_11184@domain.com,cont_3121_2_50,370800,20-12-2019,06:03:20,06:08:20
user_10735@domain.com,cont_3791_36_5,396000,03-09-2019,20:02:58,20:12:58
user_12683@domain.com,cont_3874_1_12,280800,30-05-2018,18:41:16,19:03:16
user_14154@domain.com,cont_1287_19_2,378000,02-12-2018,13:55:41,14:47:41
user_15430@domain.com,cont_3582_2_8,345600,18-07-2021,17:52:47,18:37:47
user_1665@domain.com,cont_2629_2_19,396000,22-07-2019,02:07:23,02:42:23
user_17210@domain.com,cont_478_1_7,334800,07-08-2021,00:39:55,01:19:55
user_1228@domain.com,cont_4079_1_1,309600,19-04-2020,03:39:27,03:52:27
user_16044@domain.com,cont_636_1_1,378000,29-10-2018,20:54:44,21:37:44
user_11602@domain.com,cont_4994_10_5,396000,30-07-2019,21:38:02,21:40:02
user_11881@domain.com,cont_2719_3_34,378000,27-08-2019,15:02:05,15:35:05
user_18909@domain.com,cont_2970_3_17,342000,12-06-2021,23:56:07,00:41:07
user_10735@domain.com,cont_327_3_6,403200,17-10-2019,09:53:35,10:48:35
user_14788@domain.com,cont_3497_16_8,313200,09-06-2021,11:12:55,11:32:55
user_14223@domain.com,cont_208_14_4,442800,22-05-2020,03:57:28,04:21:28
user_11454@domain.com,cont_4445_10_15,298800,03-09-2021,04:43:02,05:43:02
user_1214@domain.com,cont_3072_6_6,356400,04-11-2019,03:31:47,04:10:47
user_14223@domain.com,cont_4445_16_7,367200,20-07-2021,08:18:34,09:03:34
user_13172@domain.com,cont_3442_4_2,396000,12-08-2019,22:30:23,23:13:23
user_18740@domain.com,cont_3121_1_21,342000,16-01-2020,03:02:30,03:16:30
user_151@domain.com,cont_116_3_18,446400,18-08-2019,10:23:42,10:45:42
user_18370@domain.com,cont_693_7_7,324000,25-04-2019,04:10:18,04:25:18
user_11184@domain.com,cont_1937_4_40,356400,25-10-2019,20:45:34,21:35:34
user_13172@domain.com,cont_405_3_2,288000,11-10-2018,14:28:13,15:12:13
user_16037@domain.com,cont_2024_6_7,410400,14-03-2019,13:40:52,14:12:52
user_1162@domain.com,cont_3375_13_8,356400,23-03-2021,06:04:29,06:47:29
user_14856@domain.com,cont_860_1_14,396000,27-12-2019,10:35:51,11:18:51
user_13929@domain.com,cont_51_1_7,460800,18-10-2018,07:52:02,08:39:02
user_14223@domain.com,cont_3923_8_3,352800,02-04-2020,17:57:26,18:19:26
user_17918@domain.com,cont_3414_2_1,331200,09-12-2020,10:42:18,11:27:18
user_11881@domain.com,cont_2854_4_33,363600,19-07-2021,05:02:25,05:30:25
user_18370@domain.com,cont_4873_2_10,295200,21-10-2021,00:11:44,00:20:44
user_13923@domain.com,cont_3352_10_2,360000,08-09-2019,00:10:04,00:23:04
user_151@domain.com,cont_1971_1_2,399600,15-05-2019,14:05:49,15:02:49
user_17210@domain.com,cont_3500_3_36,360000,06-12-2018,08:06:04,08:50:04
user_1102@domain.com,cont_1158_20_2,378000,25-10-2020,05:18:08,05:41:08
user_16037@domain.com,cont_1506_1_9,576000,29-12-2019,12:51:22,13:31:22
user_17314@domain.com,cont_2853_3_23,396000,27-05-2021,14:45:20,15:09:20
user_18740@domain.com,cont_2052_7_3,460800,04-07-2021,22:48:39,23:23:39
user_11881@domain.com,cont_1843_4_2,313200,10-04-2020,00:14:47,00:16:47
user_167@domain.com,cont_838_1_4,356400,18-08-2018,00:50:30,01:36:30
user_151@domain.com,cont_758_1_36,342000,05-10-2021,20:02:28,20:38:28
user_11184@domain.com,cont_3641_7_1,360000,23-11-2019,14:42:09,15:09:09
user_16037@domain.com,cont_1286_1_22,331200,10-06-2019,12:10:50,12:21:50
user_15761@domain.com,cont_4660_7_9,327600,14-09-2020,16:47:05,17:08:05
user_11454@domain.com,cont_149_8_13,626400,16-05-2021,01:43:32,02:11:32
user_1665@domain.com,cont_3383_14_1,342000,20-11-2017,10:43:28,11:13:28
user_16044@domain.com,cont_2436_7_22,288000,25-01-2021,00:01:12,00:50:12
user_18137@domain.com,cont_355_1_1,432000,30-04-2019,03:36:48,04:07:48
user_16044@domain.com,cont_4591_6_8,414000,28-12-2019,01:03:35,01:05:35
user_13929@domain.com,cont_4724_2_7,320400,29-01-2020,06:49:18,07:15:18
user_11121@domain.com,cont_1077_6_10,302400,14-09-2021,04:44:30,05:29:30
user_1214@domain.com,cont_4944_2_29,489600,22-12-2020,13:34:47,14:08:47
user_1819@domain.com,cont_328_19_9,334800,16-01-2020,21:41:36,22:32:36
user_13762@domain.com,cont_2534_1_5,324000,12-08-2019,16:14:42,16:45:42
user_10821@domain.com,cont_475_13_26,327600,07-04-2020,12:46:34,13:12:34
user_167@domain.com,cont_1896_7_18,356400,28-03-2021,19:11:28,19:52:28
user_15392@domain.com,cont_1038_13_36,342000,14-02-2019,20:02:51,20:17:51
user_18740@domain.com,cont_3164_1_24,568800,06-02-2021,12:05:37,12:51:37
user_10792@domain.com,cont_1059_2_13,385200,03-10-2020,15:23:49,16:04:49
user_151@domain.com,cont_815_19_24,342000,07-02-2019,09:34:47,10:03:47
user_14223@domain.com,cont_149_4_22,316800,01-10-2021,02:44:11,02:48:11
user_14100@domain.com,cont_4846_2_13,342000,15-06-2019,14:19:43,14:21:43
user_1228@domain.com,cont_2946_13_33,298800,15-08-2020,18:39:04,19:20:04
user_15728@domain.com,cont_2708_5_44,291600,05-06-2021,04:18:32,04:47:32
user_10536@domain.com,cont_3372_1_3,392400,24-03-2020,06:20:23,07:04:23
user_16037@domain.com,cont_386_1_23,378000,03-08-2018,00:29:35,01:04:35
user_11196@domain.com,cont_4586_6_3,370800,27-12-2020,18:26:12,18:39:12
user_11881@domain.com,cont_2436_12_4,385200,11-10-2021,07:22:20,07:44:20
user_1748@domain.com,cont_4838_9_20,302400,31-05-2021,04:59:46,05:26:46
user_14842@domain.com,cont_1179_2_35,259200,23-10-2020,18:28:44,19:20:44
user_1102@domain.com,cont_1267_2_18,378000,22-12-2020,22:24:32,22:43:32
user_13122@domain.com,cont_3512_6_16,309600,31-07-2020,08:48:24,09:27:24
user_17210@domain.com,cont_748_11_2,388800,16-11-2021,04:46:33,04:52:33
user_16705@domain.com,cont_127_8_41,403200,02-12-2019,20:32:34,21:09:34
user_13117@domain.com,cont_2196_2_14,367200,30-03-2021,16:32:27,16:34:27
user_17918@domain.com,cont_3716_2_11,518400,16-04-2021,15:02:05,15:25:05
user_17314@domain.com,cont_758_1_42,385200,16-05-2020,04:33:37,05:02:37
user_13762@domain.com,cont_1927_2_14,460800,30-07-2021,02:34:07,03:18:07
user_15761@domain.com,cont_2181_1_13,442800,17-08-2021,03:05:25,03:24:25
user_14154@domain.com,cont_4149_4_41,342000,07-05-2020,17:50:11,18:00:11
user_15761@domain.com,cont_2065_2_9,352800,17-01-2020,00:34:07,00:53:07
user_18740@domain.com,cont_1449_3_1,381600,28-05-2021,02:31:03,02:58:03
user_13929@domain.com,cont_1942_2_24,381600,23-05-2018,20:40:45,21:15:45
user_10821@domain.com,cont_3645_1_6,374400,31-08-2021,14:06:00,14:10:00
user_10853@domain.com,cont_4490_9_18,396000,27-08-2018,21:56:16,21:59:16
user_12683@domain.com,cont_4835_1_17,396000,17-10-2021,18:45:49,19:24:49
user_17918@domain.com,cont_2755_2_2,432000,11-01-2020,21:08:50,21:55:50
user_151@domain.com,cont_566_11_12,345600,11-11-2020,19:19:14,20:04:14
user_16044@domain.com,cont_2911_3_14,342000,17-11-2018,04:36:40,04:39:40
user_1102@domain.com,cont_2311_12_10,378000,10-10-2019,01:30:24,02:19:24
user_13762@domain.com,cont_4944_1_30,331200,03-09-2019,05:55:06,06:18:06
user_11121@domain.com,cont_1077_9_11,324000,22-01-2021,09:04:06,09:17:06
user_18909@domain.com,cont_459_23_1,414000,27-09-2020,23:49:00,23:59:00
user_16044@domain.com,cont_2647_10_15,381600,04-08-2019,03:20:08,03:57:08
user_18370@domain.com,cont_673_9_11,324000,30-09-2019,07:43:02,08:32:02
user_151@domain.com,cont_2185_15_13,363600,03-12-2020,00:19:55,00:47:55
user_18740@domain.com,cont_2782_2_18,356400,21-12-2019,02:54:17,03:27:17
user_10853@domain.com,cont_1602_1_46,414000,16-04-2019,05:13:02,05:35:02
user_18137@domain.com,cont_13_9_15,360000,21-02-2020,14:51:33,14:56:33
user_1665@domain.com,cont_3856_1_13,313200,04-01-2021,01:22:45,01:25:45
user_1819@domain.com,cont_1369_6_5,360000,12-09-2021,15:42:45,16:09:45
user_18909@domain.com,cont_4268_1_3,248400,04-02-2021,16:38:25,17:23:25
